LCE6A	IPR031716
CRHR2	IPR017981
CRHR2	IPR003051
CRHR2	IPR000832
CRHR2	IPR003053
CRHR2	IPR001879
MTA1	IPR013088
MTA1	IPR009057
MTA1	IPR001025
MTA1	IPR001005
MTA1	IPR017884
MTA1	IPR000949
MTA1	IPR000679
PTPRS	IPR003599
PTPRS	IPR003598
PTPRS	IPR013783
PTPRS	IPR013098
PTPRS	IPR007110
PTPRS	IPR029021
PTPRS	IPR003961
PTPRS	IPR003595
PTPRS	IPR016130
PTPRS	IPR000387
PTPRS	IPR000242
SLC14A1	IPR004937
SP140	IPR001487
SP140	IPR019787
SP140	IPR019786
SP140	IPR000770
SP140	IPR011011
SP140	IPR013083
SP140	IPR010919
SP140	IPR004865
SP140	IPR001965
EIF3I	IPR019775
EIF3I	IPR001680
EIF3I	IPR017986
EIF3I	IPR015943
EIF3I	IPR027525
ITGAD	IPR002035
ITGAD	IPR013519
ITGAD	IPR013517
ITGAD	IPR013649
ITGAD	IPR018184
ITGAD	IPR000413
ITGAD	IPR032695
KLF1	IPR031784
KLF1	IPR031786
KLF1	IPR013083
KLF1	IPR013087
ITGB3BP	IPR009601
PPIL2	IPR003613
PPIL2	IPR013083
PPIL2	IPR020892
PPIL2	IPR024936
PPIL2	IPR002130
PPIL2	IPR029000
ZNF177	IPR001909
ZNF177	IPR013083
ZNF177	IPR013087
MFAP5	IPR008673
PPP2R5C	IPR016024
PPP2R5C	IPR011989
PPP2R5C	IPR002554
CTBP1	IPR029753
CTBP1	IPR029752
CTBP1	IPR016040
CTBP1	IPR006139
CTBP1	IPR006140
MPP3	IPR001478
MPP3	IPR011511
MPP3	IPR004172
MPP3	IPR001452
MPP3	IPR008145
MPP3	IPR008144
MPP3	IPR020590
MPP3	IPR014775
MPP3	IPR027417
PDE3B	IPR023174
PDE3B	IPR002073
PDE3B	IPR003607
PDCL	IPR023196
PDCL	IPR024253
PDCL	IPR001200
PDCL	IPR012336
MAPK8IP	IPR001452
MAPK8IP	IPR011993
MAPK8IP	IPR006020
PLD1	IPR001683
PLD1	IPR015679
PLD1	IPR001736
PLD1	IPR025202
PLD1	IPR001849
PLD1	IPR011993
TARBP1	IPR029028
TARBP1	IPR016024
TARBP1	IPR001537
TARBP1	IPR025806
TARBP1	IPR029026
TARBP1	IPR011989
ZNF211	IPR001909
ZNF211	IPR013083
ZNF211	IPR013087
PMS2P3	IPR001909
PMS2P3	IPR003594
MYO7A	IPR000857
MYO7A	IPR019749
MYO7A	IPR000048
MYO7A	IPR019748
MYO7A	IPR029071
MYO7A	IPR014352
MYO7A	IPR001452
MYO7A	IPR011993
MYO7A	IPR001609
MYO7A	IPR027417
MYO7A	IPR000299
UBE2V1	IPR016135
UBE2V1	IPR000608
MRPL49	IPR007740
DYNC1I2	IPR025956
DYNC1I2	IPR017986
DYNC1I2	IPR015943
DYNC1I2	IPR001680
BTN1A1	IPR003599
BTN1A1	IPR007110
BTN1A1	IPR013783
BTN1A1	IPR013162
BTN1A1	IPR006574
BTN1A1	IPR013106
BTN1A1	IPR003879
BTN1A1	IPR013320
BTN1A1	IPR001870
BTN1A1	IPR003877
ORC1	IPR015163
ORC1	IPR003593
ORC1	IPR027417
ORC1	IPR011991
ORC1	IPR003959
ORC1	IPR001025
ORC2	IPR007220
ILK	IPR001245
ILK	IPR002110
ILK	IPR000719
ILK	IPR020683
ILK	IPR011009
MSLN	IPR026664
MSLN	IPR010335
IKZF1	IPR013087
NNT	IPR026255
NNT	IPR034300
NNT	IPR029035
NNT	IPR008143
NNT	IPR008142
NNT	IPR007886
NNT	IPR016040
NNT	IPR007698
NNT	IPR024605
SNTA1	IPR001478
SNTA1	IPR028552
SNTA1	IPR001849
SNTA1	IPR011993
SNTA1	IPR015482
SNTB2	IPR001478
SNTB2	IPR028550
SNTB2	IPR001849
SNTB2	IPR011993
SNTB2	IPR015482
XRCC4	IPR009089
XRCC4	IPR010585
PPIG	IPR002130
PPIG	IPR024936
PPIG	IPR020892
PPIG	IPR029000
TCOF1	IPR017859
TCOF1	IPR003993
TCOF1	IPR006594
UNC119	IPR032977
UNC119	IPR008015
UNC119	IPR014756
SLC39A6	IPR003689
MKRN4P	IPR018957
MKRN4P	IPR031644
MKRN4P	IPR017907
MKRN4P	IPR013083
MKRN4P	IPR000571
MKRN4P	IPR001841
SF3B2	IPR007180
SF3B2	IPR006568
SF3B2	IPR011989
SF3B2	IPR003034
OS9	IPR012913
OS9	IPR009011
GOLGA4	IPR000237
PDAP1	IPR019380
ADAM15	IPR033605
ADAM15	IPR002870
ADAM15	IPR006586
ADAM15	IPR024079
ADAM15	IPR001762
ADAM15	IPR000742
ADAM15	IPR034027
ADAM15	IPR013032
ADAM15	IPR001590
TMED1	IPR009038
TMED1	IPR015720
LSAMP	IPR003599
LSAMP	IPR007110
LSAMP	IPR013783
LSAMP	IPR013098
LSAMP	IPR003598
FKBP5	IPR019734
FKBP5	IPR031210
FKBP5	IPR023566
FKBP5	IPR001179
FKBP5	IPR001440
FKBP5	IPR011990
FKBP5	IPR013026
TUSC3	IPR021149
TUSC3	IPR012336
MYO9B	IPR002219
MYO9B	IPR000048
MYO9B	IPR029071
MYO9B	IPR000159
MYO9B	IPR000198
MYO9B	IPR027417
MYO9B	IPR008936
MYO9B	IPR001609
MYO9B	IPR028557
FOXE3	IPR018122
FOXE3	IPR030456
FOXE3	IPR001766
FOXE3	IPR011991
ROCK1	IPR000961
ROCK1	IPR002219
ROCK1	IPR011009
ROCK1	IPR000719
ROCK1	IPR020684
ROCK1	IPR008271
ROCK1	IPR029876
ROCK1	IPR017441
ROCK1	IPR001849
ROCK1	IPR011993
ROCK1	IPR015008
MECOM	IPR026710
FZD5	IPR026547
FZD5	IPR020067
FZD5	IPR017981
FZD5	IPR000539
FZD5	IPR015526
NFATC2	IPR002909
NFATC2	IPR011539
NFATC2	IPR013783
NFATC2	IPR032397
NFATC2	IPR008366
NFATC2	IPR014756
NFATC2	IPR008967
TNK1	IPR011009
TNK1	IPR000719
TNK1	IPR008266
TNK1	IPR001245
TNK1	IPR001452
TNK1	IPR017441
TNK1	IPR020635
TOP3A	IPR023405
TOP3A	IPR013498
TOP3A	IPR023406
TOP3A	IPR013825
TOP3A	IPR003601
TOP3A	IPR001878
TOP3A	IPR003602
TOP3A	IPR000380
TOP3A	IPR010666
TOP3A	IPR006171
TOP3A	IPR034144
TOP3A	IPR013497
DRP2	IPR017433
DRP2	IPR002017
DRP2	IPR018159
DRP2	IPR000433
DRP2	IPR015154
DRP2	IPR011992
DRP2	IPR015153
DRP2	IPR001202
MADCAM1	IPR003599
MADCAM1	IPR007110
MADCAM1	IPR015169
MADCAM1	IPR013783
IL18R1	IPR003599
IL18R1	IPR007110
IL18R1	IPR013783
IL18R1	IPR000157
IL18R1	IPR004074
IL18R1	IPR015621
GAB1	IPR001849
GAB1	IPR011993
SMAD4	IPR013790
SMAD4	IPR003619
SMAD4	IPR017855
SMAD4	IPR001132
SMAD4	IPR013019
SMAD4	IPR008984
SNAPC2	IPR021281
TCIRG1	IPR002490
TCIRG1	IPR026028
BIRC3	IPR001841
BIRC3	IPR001370
BIRC3	IPR001315
BIRC3	IPR013083
BIRC3	IPR011029
BIRC2	IPR001370
BIRC2	IPR013083
BIRC2	IPR001315
BIRC2	IPR028795
BIRC2	IPR001841
BIRC2	IPR011029
GPM6B	IPR001614
GPM6B	IPR018237
PICALM	IPR011417
PICALM	IPR030412
PICALM	IPR008942
PICALM	IPR014712
PICALM	IPR013809
MAMLD1	IPR026131
MTM1	IPR016130
MTM1	IPR029021
MTM1	IPR003595
MTM1	IPR004182
MTM1	IPR030564
MTM1	IPR010569
MTM1	IPR011993
MTM1	IPR000387
SQSTM1	IPR009060
SQSTM1	IPR000270
SQSTM1	IPR000433
SQSTM1	IPR015940
SQSTM1	IPR034866
SQSTM1	IPR033741
MED21	IPR021384
MTX1	IPR033468
MTX1	IPR010987
MTX1	IPR019564
NAB1	IPR006986
NAB1	IPR006989
NAB1	IPR006988
TRPC3	IPR005821
TRPC3	IPR002110
TRPC3	IPR004729
TRPC3	IPR020683
TRPC3	IPR013555
TRPC3	IPR005459
TRPC3	IPR002153
ART3	IPR000768
TUBB3	IPR008280
TUBB3	IPR000217
TUBB3	IPR018316
TUBB3	IPR002453
TUBB3	IPR017975
TUBB3	IPR003008
TUBB3	IPR013838
BFSP2	IPR027694
BFSP2	IPR001664
BFSP2	IPR002957
OLIG2	IPR011598
OLIG2	IPR032658
PNOC	IPR006024
PNOC	IPR002367
AQP6	IPR034294
AQP6	IPR023271
AQP6	IPR023254
AQP6	IPR022357
AQP6	IPR000425
PPP1R1A	IPR008466
PRPF4B	IPR008271
PRPF4B	IPR011009
PRPF4B	IPR000719
PIN1	IPR000297
PIN1	IPR001202
PIN1	IPR023058
SERINC3	IPR005016
SERINC3	IPR029557
ATR	IPR021133
ATR	IPR016024
ATR	IPR011009
ATR	IPR018936
ATR	IPR012993
ATR	IPR000403
ATR	IPR011990
ATR	IPR003151
ATR	IPR003152
ATR	IPR011989
ATR	IPR014009
EIF4EBP1	IPR008606
RIPK1	IPR011009
RIPK1	IPR000719
RIPK1	IPR001245
RIPK1	IPR008271
RIPK1	IPR025735
RIPK1	IPR000488
RIPK1	IPR011029
HDAC1	IPR023801
HDAC1	IPR003084
HDAC1	IPR000286
CAMK2B	IPR011009
CAMK2B	IPR032710
CAMK2B	IPR000719
CAMK2B	IPR008271
CAMK2B	IPR017441
CAMK2B	IPR013543
CAMK2B	IPR020636
CAMK2D	IPR011009
CAMK2D	IPR032710
CAMK2D	IPR000719
CAMK2D	IPR008271
CAMK2D	IPR017441
CAMK2D	IPR013543
CAMK2D	IPR020636
DCTN2	IPR028133
NEUROD1	IPR011598
NEUROD1	IPR022575
NEUROD1	IPR032652
NEUROD1	IPR016637
PKD2	IPR003915
PKD2	IPR002048
PKD2	IPR013122
PKD2	IPR011992
NAE1	IPR030667
NAE1	IPR000594
IRF5	IPR019471
IRF5	IPR001346
IRF5	IPR029838
IRF5	IPR011991
IRF5	IPR017855
IRF5	IPR008984
IRF5	IPR019817
TDG	IPR005122
TDG	IPR003310
TDG	IPR015637
LAPTM5	IPR018397
LAPTM5	IPR018396
LAPTM5	IPR004687
ITPK1	IPR011761
ITPK1	IPR008656
SNW1	IPR004015
SNW1	IPR017862
DGKZ	IPR002219
DGKZ	IPR002110
DGKZ	IPR017438
DGKZ	IPR020683
DGKZ	IPR000756
DGKZ	IPR016064
DGKZ	IPR001206
IQGAP2	IPR008936
IQGAP2	IPR000048
IQGAP2	IPR001936
IQGAP2	IPR001715
IQGAP2	IPR023152
IQGAP2	IPR001202
IQGAP2	IPR000593
GPR50	IPR017452
GPR50	IPR002280
GPR50	IPR000276
GPR50	IPR000025
STIM1	IPR032393
STIM1	IPR013761
STIM1	IPR030463
STIM1	IPR001660
GRAP	IPR011511
GRAP	IPR001452
GRAP	IPR000980
SEMA5A	IPR015943
SEMA5A	IPR016201
SEMA5A	IPR027231
SEMA5A	IPR000884
SEMA5A	IPR001627
TRA2A	IPR000504
SNX1	IPR027267
SNX1	IPR001683
SNX1	IPR034901
SNX1	IPR005329
SNX1	IPR015404
SNX1	IPR028660
KRR1	IPR004087
KRR1	IPR004088
KRR1	IPR024166
OR5I1	IPR017452
OR5I1	IPR000276
OR5I1	IPR000725
OR2F1	IPR017452
OR2F1	IPR000276
OR2F1	IPR000725
PEX6	IPR003959
PEX6	IPR003960
PEX6	IPR003593
PEX6	IPR027417
DNASE1L3	IPR005135
DNASE1L3	IPR016202
DNASE1L3	IPR033125
DNASE1L3	IPR018057
PWP1	IPR020472
PWP1	IPR017986
PWP1	IPR001680
PWP1	IPR015943
PWP1	IPR019775
PWP1	IPR011042
MTMR1	IPR016130
MTMR1	IPR030587
MTMR1	IPR029021
MTMR1	IPR003595
MTMR1	IPR004182
MTMR1	IPR030564
MTMR1	IPR010569
MTMR1	IPR011993
MTMR1	IPR000387
MTMR2	IPR016130
MTMR2	IPR029021
MTMR2	IPR003595
MTMR2	IPR004182
MTMR2	IPR030564
MTMR2	IPR010569
MTMR2	IPR011993
MTMR2	IPR000387
MTMR3	IPR016130
MTMR3	IPR029021
MTMR3	IPR011011
MTMR3	IPR003595
MTMR3	IPR013083
MTMR3	IPR030564
MTMR3	IPR000306
MTMR3	IPR010569
MTMR3	IPR017455
MTMR3	IPR011993
CUL1	IPR001373
CUL1	IPR019559
CUL1	IPR016157
CUL1	IPR011991
CUL1	IPR016159
CUL1	IPR016158
CUL3	IPR001373
CUL3	IPR019559
CUL3	IPR016157
CUL3	IPR011991
CUL3	IPR016159
CUL3	IPR016158
CUL4B	IPR001373
CUL4B	IPR019559
CUL4B	IPR016157
CUL4B	IPR011991
CUL4B	IPR016159
CUL4B	IPR016158
SLC12A1	IPR002443
SLC12A1	IPR002445
SLC12A1	IPR004842
SLC12A1	IPR018491
SLC12A1	IPR004841
SLC12A1	IPR013612
TP53BP2	IPR001452
TP53BP2	IPR002110
TP53BP2	IPR013315
TP53BP2	IPR020683
TP53BP2	IPR029071
DYRK1A	IPR008271
DYRK1A	IPR017441
DYRK1A	IPR028318
DYRK1A	IPR011009
DYRK1A	IPR000719
TSTA3	IPR028614
TSTA3	IPR001509
TSTA3	IPR016040
CDH18	IPR027397
CDH18	IPR002126
CDH18	IPR020894
CDH18	IPR015919
CDH18	IPR000233
PTCH1	IPR003392
PTCH1	IPR000731
PTCH1	IPR004766
RAB31	IPR005225
RAB31	IPR027417
RAB31	IPR001806
RAB32	IPR001806
RAB32	IPR005225
RAB32	IPR027417
RAB32	IPR030697
HTR4	IPR017452
HTR4	IPR000276
HTR4	IPR001520
TPBG	IPR003591
TPBG	IPR032675
TPBG	IPR000483
TPBG	IPR000372
TPBG	IPR001611
FHL1	IPR001781
FHL3	IPR001781
IL10RA	IPR003961
IL10RA	IPR013783
PMS2P11	IPR003594
RIN1	IPR000159
RIN1	IPR000980
RIN1	IPR003123
ITGA7	IPR013519
ITGA7	IPR013517
ITGA7	IPR013649
ITGA7	IPR018184
ITGA7	IPR000413
ITGA7	IPR032695
CACNA1S	IPR005821
CACNA1S	IPR031649
CACNA1S	IPR014873
CACNA1S	IPR002077
CACNA1S	IPR005446
CACNA1S	IPR005450
RAPSN	IPR001237
RAPSN	IPR019734
RAPSN	IPR013083
RAPSN	IPR018293
RAPSN	IPR019568
RAPSN	IPR011990
RAPSN	IPR013026
RAPSN	IPR001841
MOGS	IPR031631
MOGS	IPR008928
MOGS	IPR004888
MOGS	IPR031335
ATP1A4	IPR018303
ATP1A4	IPR023298
ATP1A4	IPR023299
ATP1A4	IPR004014
ATP1A4	IPR006068
ATP1A4	IPR023214
ATP1A4	IPR008250
ATP1A4	IPR001757
ATP1A4	IPR005775
TUBA3D	IPR008280
TUBA3D	IPR000217
TUBA3D	IPR018316
TUBA3D	IPR002452
TUBA3D	IPR017975
TUBA3D	IPR003008
LAMB3	IPR013032
LAMB3	IPR008979
LAMB3	IPR002049
LAMB3	IPR008211
LAMC2	IPR031082
LAMC2	IPR000034
LAMC2	IPR000742
LAMC2	IPR002049
RUNX3	IPR027384
RUNX3	IPR016554
RUNX3	IPR012346
RUNX3	IPR000040
RUNX3	IPR013524
RUNX3	IPR013711
RUNX3	IPR008967
NACA	IPR016641
NACA	IPR002715
THOC5	IPR019163
APOF	IPR026114
PMAIP1	IPR024140
SHROOM2	IPR001478
SHROOM2	IPR027685
SHROOM2	IPR014799
SHROOM2	IPR014800
ITGA9	IPR013519
ITGA9	IPR013517
ITGA9	IPR013649
ITGA9	IPR018184
ITGA9	IPR000413
ITGA9	IPR032695
SPTAN1	IPR002017
SPTAN1	IPR018247
SPTAN1	IPR018159
SPTAN1	IPR001452
SPTAN1	IPR011992
SPTAN1	IPR013315
SPTAN1	IPR002048
SPTAN1	IPR014837
ENPP2	IPR020436
ENPP2	IPR017849
ENPP2	IPR017850
ENPP2	IPR002591
ENPP2	IPR020821
ENPP2	IPR001212
ENPP2	IPR001604
ENPP2	IPR029881
GNL2	IPR006073
GNL2	IPR030378
GNL2	IPR023179
GNL2	IPR012971
GNL2	IPR024929
GNL2	IPR027417
AUH	IPR001753
AUH	IPR018376
AUH	IPR014748
AUH	IPR029045
TNFAIP1	IPR011333
TNFAIP1	IPR003131
TNFAIP1	IPR000210
PKP1	IPR028432
PKP1	IPR028435
PKP1	IPR016024
PKP1	IPR011989
PKP1	IPR000225
DDX39B	IPR011545
DDX39B	IPR014014
DDX39B	IPR001650
DDX39B	IPR027417
DDX39B	IPR014001
BLMH	IPR000169
BLMH	IPR004134
EXOSC2	IPR012340
EXOSC2	IPR004088
EXOSC2	IPR026699
EXOSC2	IPR025721
BMPR2	IPR000333
BMPR2	IPR011009
BMPR2	IPR015770
BMPR2	IPR000719
BMPR2	IPR017441
BMPR2	IPR000472
MOBP	IPR026666
MOBP	IPR011011
PTK6	IPR011009
PTK6	IPR000719
PTK6	IPR008266
PTK6	IPR001245
PTK6	IPR000980
PTK6	IPR001452
PTK6	IPR017441
PTK6	IPR020635
SNTB1	IPR001478
SNTB1	IPR001849
SNTB1	IPR011993
SNTB1	IPR015482
TUBB2A	IPR008280
TUBB2A	IPR000217
TUBB2A	IPR018316
TUBB2A	IPR002453
TUBB2A	IPR017975
TUBB2A	IPR003008
TUBB2A	IPR013838
KLF9	IPR013087
KLF9	IPR013083
GTF2H2	IPR007198
GTF2H2	IPR002035
GTF2H2	IPR012170
GTF2H2	IPR013087
GTF2H2	IPR004595
GTF2H3	IPR004600
BYSL	IPR007955
C1D	IPR007146
C1D	IPR011082
RAPGEF1	IPR019804
RAPGEF1	IPR023578
RAPGEF1	IPR000651
RAPGEF1	IPR001895
CACNA1C	IPR005821
CACNA1C	IPR031649
CACNA1C	IPR031688
CACNA1C	IPR014873
CACNA1C	IPR002077
CACNA1C	IPR005446
CACNA1C	IPR005451
CAPS	IPR002048
CAPS	IPR018247
CAPS	IPR011992
CCIN	IPR011333
CCIN	IPR011705
CCIN	IPR017096
CCIN	IPR000210
CCIN	IPR015915
CCIN	IPR006652
PDE7A	IPR023088
PDE7A	IPR002073
PDE7A	IPR003607
PDE7A	IPR023174
CUX1	IPR012955
RUNX2	IPR027384
RUNX2	IPR016554
RUNX2	IPR012346
RUNX2	IPR000040
RUNX2	IPR013524
RUNX2	IPR013711
RUNX2	IPR008967
CBFB	IPR003417
NFYC	IPR003958
NFYC	IPR009072
NFYC	IPR027170
PDE6H	IPR006952
RASGRF1	IPR023578
RASGRF1	IPR001331
RASGRF1	IPR000048
RASGRF1	IPR000219
RASGRF1	IPR001849
RASGRF1	IPR011993
RASGRF1	IPR000651
RASGRF1	IPR030745
RASGRF1	IPR019804
RASGRF1	IPR001895
CEACAM7	IPR003599
CEACAM7	IPR007110
CEACAM7	IPR013783
CEACAM7	IPR013106
KCNC3	IPR003968
KCNC3	IPR011333
KCNC3	IPR005821
KCNC3	IPR005404
KCNC3	IPR028325
KCNC3	IPR003131
KCNC3	IPR021105
KCNC3	IPR000210
KCNC3	IPR003974
CDK13	IPR017441
CDK13	IPR008271
CDK13	IPR011009
CDK13	IPR000719
IL16	IPR001478
IL16	IPR020450
CKAP5	IPR021133
CKAP5	IPR016024
CKAP5	IPR034085
CKAP5	IPR024395
CKAP5	IPR011989
CKAP5	IPR008942
CIRBP	IPR000504
CIRBP	IPR003954
CIRBP	IPR034278
CAMK1	IPR017441
CAMK1	IPR000719
CAMK1	IPR008271
CAMK1	IPR020636
CAMK1	IPR011009
COTL1	IPR002108
COTL1	IPR029006
CNGB1	IPR018490
CNGB1	IPR014710
CNGB1	IPR000595
CNGB1	IPR032944
CNGB1	IPR018488
COL4A6	IPR008160
COL4A6	IPR001442
COL4A6	IPR016187
BAAT	IPR006862
BAAT	IPR014940
BAAT	IPR029058
BAAT	IPR016662
COL9A3	IPR008160
COL9A2	IPR008160
COX17	IPR009069
COX17	IPR007745
RAB33A	IPR005225
RAB33A	IPR027417
RAB33A	IPR001806
CYLC2	IPR029354
CYLC2	IPR026189
CCNI	IPR013763
CCNI	IPR006671
CCNI	IPR028856
HNRNPD	IPR012956
HNRNPD	IPR000504
TOB2	IPR015676
TOB2	IPR009818
TOB2	IPR015678
TOB2	IPR002087
SCARB2	IPR005429
SCARB2	IPR002159
NID2	IPR000152
NID2	IPR018097
NID2	IPR006605
NID2	IPR009030
NID2	IPR003886
NID2	IPR024731
NID2	IPR000716
NID2	IPR011042
NID2	IPR000742
NID2	IPR000033
NID2	IPR009017
NID2	IPR026823
NID2	IPR001881
NID2	IPR013032
LRP8	IPR000152
LRP8	IPR018097
LRP8	IPR023415
LRP8	IPR011042
LRP8	IPR000742
LRP8	IPR000033
LRP8	IPR002172
LRP8	IPR001881
LRP8	IPR013032
IL18	IPR015529
IL18	IPR008996
IL18	IPR000975
DPYS	IPR030633
DPYS	IPR006680
DPYS	IPR011778
DPYS	IPR011059
DPYS	IPR032466
DAG1	IPR013783
DAG1	IPR027468
DAG1	IPR030398
DAG1	IPR006644
DAG1	IPR015919
DAG1	IPR008465
VEZF1	IPR013087
VEZF1	IPR015943
PDE1C	IPR023088
PDE1C	IPR013706
PDE1C	IPR002073
PDE1C	IPR003607
PDE1C	IPR023174
DSG2	IPR002126
DSG2	IPR013783
DSG2	IPR027397
DSG2	IPR020894
DSG2	IPR009122
DSG2	IPR009123
DSG2	IPR015919
DGCR6	IPR010849
TRIM29	IPR013083
TRIM29	IPR000315
VGLL4	IPR028184
VGLL4	IPR006627
BOP1	IPR017986
BOP1	IPR001680
BOP1	IPR015943
BOP1	IPR019775
BOP1	IPR028598
BOP1	IPR012953
UBE4A	IPR019474
UBE4A	IPR011989
UBE4A	IPR013083
UBE4A	IPR003613
SERTAD2	IPR009263
SEPT6	IPR030379
SEPT6	IPR016491
SEPT6	IPR027417
SEPT6	IPR030644
TRIM14	IPR003879
TRIM14	IPR006574
TRIM14	IPR003877
TRIM14	IPR000315
TRIM14	IPR013320
TRIM14	IPR001870
KEAP1	IPR011333
KEAP1	IPR011705
KEAP1	IPR030563
KEAP1	IPR017096
KEAP1	IPR000210
KEAP1	IPR015916
KEAP1	IPR015915
KEAP1	IPR006652
URB2	IPR018849
DHX34	IPR001650
DHX34	IPR011709
DHX34	IPR007502
DHX34	IPR027417
DHX34	IPR014001
MORC3	IPR003594
MORC3	IPR011124
SAFB2	IPR034782
SAFB2	IPR000504
SAFB2	IPR003034
KIAA0141	IPR006597
EFR3A	IPR016024
EFR3A	IPR011989
UBAP2L	IPR009060
UBAP2L	IPR015940
UBAP2L	IPR022166
SPIDR	IPR028032
SPIDR	IPR028026
SCRIB	IPR003591
SCRIB	IPR032675
SCRIB	IPR001478
SCRIB	IPR001611
GIT2	IPR022018
GIT2	IPR002110
GIT2	IPR001164
GIT2	IPR020683
GIT2	IPR032352
GIT2	IPR013724
SCARF1	IPR009030
SCARF1	IPR013032
SCARF1	IPR000742
SCARF1	IPR033329
SCARF1	IPR002049
IKBKE	IPR017441
IKBKE	IPR011009
IKBKE	IPR000719
MLEC	IPR021720
TTLL12	IPR013815
TTLL12	IPR004344
TTLL12	IPR027749
MPP2	IPR001478
MPP2	IPR011511
MPP2	IPR004172
MPP2	IPR001452
MPP2	IPR008145
MPP2	IPR008144
MPP2	IPR020590
MPP2	IPR014775
MPP2	IPR027417
POLA2	IPR013627
POLA2	IPR016722
POLA2	IPR007185
DOC2A	IPR014638
DOC2A	IPR030535
DOC2A	IPR000008
DOC2A	IPR001565
DOC2B	IPR014638
DOC2B	IPR030534
DOC2B	IPR000008
DOC2B	IPR001565
TFDP2	IPR028314
TFDP2	IPR015648
TFDP2	IPR003316
TFDP2	IPR014889
TFDP2	IPR011991
SIM2	IPR011598
SIM2	IPR013767
SIM2	IPR013655
SIM2	IPR010578
SIM2	IPR001610
SIM2	IPR000014
WRN	IPR004589
WRN	IPR002121
WRN	IPR011545
WRN	IPR032284
WRN	IPR001650
WRN	IPR002562
WRN	IPR018982
WRN	IPR029491
WRN	IPR014001
WRN	IPR011991
WRN	IPR012337
WRN	IPR027417
WRN	IPR010997
FHL2	IPR001781
CRMP1	IPR011778
CRMP1	IPR006680
CRMP1	IPR030624
CRMP1	IPR011059
CRMP1	IPR032466
DPYSL3	IPR030628
DPYSL3	IPR006680
DPYSL3	IPR011778
DPYSL3	IPR011059
DPYSL3	IPR032466
MRPL58	IPR000352
ZMYM3	IPR010507
ZMYM3	IPR021893
ZMYM3	IPR011017
DCTN1	IPR027663
DCTN1	IPR000938
DCTN1	IPR022157
DYNC1H1	IPR011704
DYNC1H1	IPR003593
DYNC1H1	IPR027417
DYNC1H1	IPR013594
DYNC1H1	IPR013602
DYNC1H1	IPR024743
DYNC1H1	IPR026983
DYNC1H1	IPR004273
DYNC1H1	IPR024317
RCAN2	IPR034919
RCAN2	IPR000504
RCAN2	IPR006931
RCAN2	IPR034921
NPAT	IPR031442
NPAT	IPR006594
E2F2	IPR015633
E2F2	IPR011991
E2F2	IPR032198
E2F2	IPR003316
LY6D	IPR016054
LY6D	IPR018363
EBI3	IPR003961
EBI3	IPR013783
EBI3	IPR003530
EIF2B1	IPR000649
EIF4A2	IPR000629
EIF4A2	IPR011545
EIF4A2	IPR001650
EIF4A2	IPR014014
EIF4A2	IPR014001
EIF4A2	IPR027417
ELOA	IPR010684
ELOA	IPR001810
ELOA	IPR003617
ELOA	IPR017923
MAP7	IPR008604
MAP7	IPR030707
CTTN	IPR001452
CTTN	IPR015503
CTTN	IPR003134
ENDOG	IPR018524
ENDOG	IPR001604
ENDOG	IPR020821
FLOT2	IPR027705
FLOT2	IPR031905
FLOT2	IPR001107
RCN2	IPR002048
RCN2	IPR018247
RCN2	IPR011992
TRIM25	IPR003879
TRIM25	IPR006574
TRIM25	IPR003877
TRIM25	IPR013083
TRIM25	IPR027370
TRIM25	IPR013320
TRIM25	IPR001870
TRIM25	IPR001841
TRIM25	IPR017907
ERV3-1	IPR018154
PTK2B	IPR029071
PTK2B	IPR020635
PTK2B	IPR011009
PTK2B	IPR019749
PTK2B	IPR019748
PTK2B	IPR030610
PTK2B	IPR001245
PTK2B	IPR000719
PTK2B	IPR005189
PTK2B	IPR014352
PTK2B	IPR008266
PTK2B	IPR017441
PTK2B	IPR011993
PTK2B	IPR000299
FASTK	IPR010622
FASTK	IPR013579
FASTK	IPR015715
FASTK	IPR013584
FGL2	IPR002181
FGL2	IPR014716
FGL2	IPR014715
FGL2	IPR033083
FGL2	IPR020837
FLNC	IPR032461
FLNC	IPR013783
FLNC	IPR017868
FLNC	IPR001298
FLNC	IPR001715
FLNC	IPR001589
FLNC	IPR014756
FKBP8	IPR019734
FKBP8	IPR023566
FKBP8	IPR013105
FKBP8	IPR001179
FKBP8	IPR011990
FKBP8	IPR013026
FAM50A	IPR007005
MYBPC2	IPR003599
MYBPC2	IPR003598
MYBPC2	IPR013783
MYBPC2	IPR013098
MYBPC2	IPR007110
MYBPC2	IPR003961
FRG1	IPR010414
FRG1	IPR008999
FZD2	IPR026550
FZD2	IPR020067
FZD2	IPR017981
FZD2	IPR000539
FZD2	IPR015526
GNA13	IPR000469
GNA13	IPR001019
GNA13	IPR027417
GNA13	IPR011025
GAMT	IPR026480
GAMT	IPR029063
GAMT	IPR016550
GALE	IPR005886
GALE	IPR008089
GALE	IPR016040
GGTLC2	IPR029055
GGTLC2	IPR000101
LRRC32	IPR003591
LRRC32	IPR032675
LRRC32	IPR000372
LRRC32	IPR001611
GCKR	IPR001347
GCKR	IPR005486
CSHL1	IPR018116
CSHL1	IPR009079
CSHL1	IPR001400
GK3P	IPR000577
GK3P	IPR018485
GK3P	IPR018484
GK3P	IPR018483
GK3P	IPR005999
GK2	IPR000577
GK2	IPR018485
GK2	IPR018484
